ID	ARTIST	SONG TITLE	MIX	LABEL	BP GENRE	BP BPM	BP KEY
6462754	Dykkon	Blut	Original Mix	Reload Black Label	Techno	126	A# major
6469727	Koloah	Next Mutation	Gillepsy remix	Hyperboloid	Breaks	135	E major
6476511	Gucci Mane & Rocko	Wrong Man	Original Mix	Familiar Territory	Hip-Hop	156	F major
6487073	Mono Tuned	Bikes	Original Mix	Nidra Music	Deep House	124	D major
6529435	Roger Burns	303 Chaos	Original Mix	Burnzzz Records	Techno	120	A# major
6532021	Tom 8, Jose Solis	Drop	Jose Solis Remix	Flux Delux	Trance	130	E major
6535130	Under Break	Chapter One	Original Mix	Spektra Recordings	Breaks	132	E major
6537998	Sasch BBC, Caspar	Freak Out	Dub Mix	Recovery Tech	Deep House	123	E major
6563157	Juno	Kokonaiskuva	Original Mix	Monsp	Hip-Hop	90	D major
6574410	The Casual Brothers, Christian Kjellvander	A Bittersweet (Retrospective)	Original Mix	DvsG	Hip-Hop	96	A major
